PAGE_NUMBER,MANUFACTURER,YEAR,MODEL,ENGINE,OIL
96,FORD,2014,Explorer,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V6 227 3.7L F.I. (VIN M),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V6 227 3.7L F.I. (VIN R) (Flex-Fuel),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V8 302 5.0L F.I. (VIN F),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V8 379 6.2L F.I.,"['M1-210', 'M1-210A']"
96,FORD,2014,F-250 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
96,FORD,2014,F-350 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
96,FORD,2014,F-350 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
96,FORD,2014,F-450 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
96,FORD,2014,F-450 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
96,FORD,2014,F-450 Super Duty Pickup,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
96,FORD,2014,F53 Stripped Chassis,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
96,FORD,2014,F-550 Super Duty,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
96,FORD,2014,F-550 Super Duty,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
96,FORD,2014,F-550 Super Duty,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
96,FORD,2014,F59,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
96,FORD,2014,Fiesta,3 cyl. 61 1.0L F.I. Turbo (VIN E),"['M1-102', 'M1-102A']"
96,FORD,2014,Fiesta,4 cyl. 97 1.6L F.I. Turbo (VIN X),"['M1-102', 'M1-102A']"
96,FORD,2014,Fiesta,4 cyl. 97 1.6L F.I. (VIN J),"['M1-102', 'M1-102A']"
96,FORD,2014,Flex,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
96,FORD,2014,Flex,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
96,FORD,2014,Focus,4 cyl. 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
96,FORD,2014,Focus,4 cyl. 2.0L F.I. (VIN 2) (Duratec),"['M1-102', 'M1-102A']"
96,FORD,2014,Focus,4 cyl. 2.0L F.I. (VIN 2) (PZEV),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion,4 cyl. 91 1.5L F.I. Turbo (VIN D),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion,4 cyl. 97 1.6L F.I. Turbo (VIN R),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion Energi,4 cyl. 122 2.0L F.I. (VIN U) (Electric/Gas),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion Hybrid,4 cyl. 122 2.0L F.I. (VIN U) (Electric/Gas),"['M1-102', 'M1-102A']"
96,FORD,2014,C-Max Hybrid,4 cyl. 122 2.0L F.I. (Electric/Gas),"['M1-102', 'M1-102A']"
96,FORD,2014,E-150 Econoline,V8 281 4.6L F.I. (VIN W),"['M1-210', 'M1-210A']"
96,FORD,2014,E-150 Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
96,FORD,2014,E-250 Econoline,V8 281 4.6L F.I. (VIN W),"['M1-210', 'M1-210A']"
96,FORD,2014,E-250 Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
96,FORD,2014,E-350 Super Duty Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
96,FORD,2014,E-350 Super Duty Econoline,V10 415 6.8L F.I. (VIN S),"['M1-210', 'M1-210A']"
96,FORD,2014,E-450 Super Duty Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
96,FORD,2014,E-450 Super Duty Econoline,V10 415 6.8L F.I. (VIN S),"['M1-210', 'M1-210A']"
96,FORD,2014,Edge,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
96,FORD,2014,Edge,V6 213 3.5L F.I. (VIN C),"['M1-212A', 'M1-212']"
96,FORD,2014,Edge,V6 227 3.7L F.I. (VIN K),"['M1-212A', 'M1-212']"
96,FORD,2014,Escape,4 cyl. 98 1.6L F.I. Turbo (VIN X),"['M1-102', 'M1-102A']"
96,FORD,2014,Escape,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
96,FORD,2014,Escape,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
96,FORD,2014,Expedition,V8 330 5.4L F.I.,"['M1-210', 'M1-210A']"
96,FORD,2014,Explorer,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
96,FORD,2014,Explorer,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
96,FORD,2014,Explorer,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V6 227 3.7L F.I. (VIN M),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V6 227 3.7L F.I. (VIN R) (Flex-Fuel),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V8 302 5.0L F.I. (VIN F),"['M1-212A', 'M1-212']"
96,FORD,2014,F-150 Pickup,V8 379 6.2L F.I.,"['M1-210', 'M1-210A']"
96,FORD,2014,F-250 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
96,FORD,2014,F-350 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
96,FORD,2014,F-350 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
96,FORD,2014,F-450 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
96,FORD,2014,F-450 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
96,FORD,2014,F-450 Super Duty Pickup,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
96,FORD,2014,F53 Stripped Chassis,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
96,FORD,2014,F-550 Super Duty,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
96,FORD,2014,F-550 Super Duty,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
96,FORD,2014,F-550 Super Duty,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
96,FORD,2014,F59,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
96,FORD,2014,Fiesta,3 cyl. 61 1.0L F.I. Turbo (VIN E),"['M1-102', 'M1-102A']"
96,FORD,2014,Fiesta,4 cyl. 97 1.6L F.I. Turbo (VIN X),"['M1-102', 'M1-102A']"
96,FORD,2014,Fiesta,4 cyl. 97 1.6L F.I. (VIN J),"['M1-102', 'M1-102A']"
96,FORD,2014,Flex,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
96,FORD,2014,Flex,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
96,FORD,2014,Focus,4 cyl. 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
96,FORD,2014,Focus,4 cyl. 2.0L F.I. (VIN 2) (Duratec),"['M1-102', 'M1-102A']"
96,FORD,2014,Focus,4 cyl. 2.0L F.I. (VIN 2) (PZEV),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion,4 cyl. 91 1.5L F.I. Turbo (VIN D),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion,4 cyl. 97 1.6L F.I. Turbo (VIN R),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion Energi,4 cyl. 122 2.0L F.I. (VIN U) (Electric/Gas),"['M1-102', 'M1-102A']"
96,FORD,2014,Fusion Hybrid,4 cyl. 122 2.0L F.I. (VIN U) (Electric/Gas),"['M1-102', 'M1-102A']"
97,FORD,2014,Fusion Hybrid,4 cyl. 122 2.0L F.I. (VIN U) (Electric/Gas),"['M1-102', 'M1-102A']"
97,FORD,2014,Lobo,V8 302 5.0L F.I. (Mexico),"['M1-212A', 'M1-212']"
97,FORD,2014,Lobo,V8 380 6.2L F.I. (Mexico),"['M1-210', 'M1-210A']"
97,FORD,2014,Mustang,V6 227 3.7L F.I. (VIN M),"['M1-212A', 'M1-212']"
97,FORD,2014,Mustang,V8 302 5.0L F.I. (VIN F),"['M1-212A', 'M1-212']"
97,FORD,2014,Mustang,V8 351 5.8L F.I. Supercharged (VIN Z),"['M1-210', 'M1-210A']"
97,FORD,2014,Police Interceptor Sedan,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
97,FORD,2014,Police Interceptor Sedan,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
97,FORD,2014,Police Interceptor Sedan,V6 227 3.7L F.I. (VIN K),"['M1-212A', 'M1-212']"
97,FORD,2014,Police Interceptor Utility,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
97,FORD,2014,Police Interceptor Utility,V6 227 3.7L F.I. (VIN R),"['M1-212A', 'M1-212']"
97,FORD,2014,Special Service Police Sedan,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2014,Taurus,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2014,Taurus,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
97,FORD,2014,Taurus,V6 213 3.5L F.I. Twin-Turbo (VIN T) SHO,"['M1-212A', 'M1-212']"
97,FORD,2014,Transit Connect,4 cyl. 97 1.6L F.I. Turbo (VIN X),"['M1-102', 'M1-102A']"
97,FORD,2014,Transit Connect,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
97,FORD,2013,C-Max Energi,4 cyl. 122 2.0L F.I. (Electric/Gas),"['M1-102', 'M1-102A']"
97,FORD,2013,C-Max Hybrid,4 cyl. 122 2.0L F.I. (Electric/Gas),"['M1-102', 'M1-102A']"
97,FORD,2013,E-150 Econoline,V8 281 4.6L F.I. (VIN W),"['M1-210', 'M1-210A']"
97,FORD,2013,E-150 Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
97,FORD,2013,E-250 Econoline,V8 281 4.6L F.I. (VIN W),"['M1-210', 'M1-210A']"
97,FORD,2013,E-250 Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
97,FORD,2013,E-350 Super Duty Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
97,FORD,2013,E-450 Super Duty Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
97,FORD,2013,E-450 Super Duty Econoline,V10 415 6.8L F.I. (VIN S),"['M1-210', 'M1-210A']"
97,FORD,2013,Edge,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2013,Edge,V6 213 3.5L F.I. (VIN C),"['M1-212A', 'M1-212']"
97,FORD,2013,Edge,V6 227 3.7L F.I. (VIN K),"['M1-212A', 'M1-212']"
97,FORD,2013,Escape,4 cyl. 98 1.6L F.I. Turbo (VIN X),"['M1-102', 'M1-102A']"
97,FORD,2013,Escape,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2013,Escape,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
97,FORD,2013,Expedition,V8 330 5.4L F.I.,"['M1-210', 'M1-210A']"
97,FORD,2013,Explorer,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2013,Explorer,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
97,FORD,2013,Explorer,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
97,FORD,2013,F-150 Pickup,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
97,FORD,2013,F-150 Pickup,V6 227 3.7L F.I. (VIN M),"['M1-212A', 'M1-212']"
97,FORD,2013,F-150 Pickup,V8 302 5.0L F.I. (VIN F),"['M1-212A', 'M1-212']"
97,FORD,2013,F-150 Pickup,V8 379 6.2L F.I.,"['M1-210', 'M1-210A']"
97,FORD,2013,F-250 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
97,FORD,2013,F-250 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
97,FORD,2013,F-350 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
97,FORD,2013,F-350 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
97,FORD,2013,F-450 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
97,FORD,2013,F-450 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
97,FORD,2013,F-450 Super Duty Pickup,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
97,FORD,2013,F53 Stripped Chassis,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
97,FORD,2014,Lobo,V8 302 5.0L F.I. (Mexico),"['M1-212A', 'M1-212']"
97,FORD,2014,Lobo,V8 380 6.2L F.I. (Mexico),"['M1-210', 'M1-210A']"
97,FORD,2014,Mustang,V6 227 3.7L F.I. (VIN M),"['M1-212A', 'M1-212']"
97,FORD,2014,Mustang,V8 302 5.0L F.I. (VIN F),"['M1-212A', 'M1-212']"
97,FORD,2014,Mustang,V8 351 5.8L F.I. Supercharged (VIN Z),"['M1-210', 'M1-210A']"
97,FORD,2014,Police Interceptor Sedan,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
97,FORD,2014,Police Interceptor Sedan,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
97,FORD,2014,Police Interceptor Sedan,V6 227 3.7L F.I. (VIN K),"['M1-212A', 'M1-212']"
97,FORD,2014,Police Interceptor Utility,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
97,FORD,2014,Police Interceptor Utility,V6 227 3.7L F.I. (VIN R),"['M1-212A', 'M1-212']"
97,FORD,2014,Special Service Police Sedan,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2014,Taurus,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2014,Taurus,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
97,FORD,2014,Taurus,V6 213 3.5L F.I. Twin-Turbo (VIN T) SHO,"['M1-212A', 'M1-212']"
97,FORD,2014,Transit Connect,4 cyl. 97 1.6L F.I. Turbo (VIN X),"['M1-102', 'M1-102A']"
97,FORD,2014,Transit Connect,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
97,FORD,2013,C-Max Energi,4 cyl. 122 2.0L F.I. (Electric/Gas),"['M1-102', 'M1-102A']"
97,FORD,2013,C-Max Hybrid,4 cyl. 122 2.0L F.I. (Electric/Gas),"['M1-102', 'M1-102A']"
97,FORD,2013,E-150 Econoline,V8 281 4.6L F.I. (VIN W),"['M1-210', 'M1-210A']"
97,FORD,2013,E-150 Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
97,FORD,2013,E-250 Econoline,V8 281 4.6L F.I. (VIN W),"['M1-210', 'M1-210A']"
97,FORD,2013,E-250 Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
97,FORD,2013,E-350 Super Duty Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
97,FORD,2013,E-450 Super Duty Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
97,FORD,2013,E-450 Super Duty Econoline,V10 415 6.8L F.I. (VIN S),"['M1-210', 'M1-210A']"
97,FORD,2013,Edge,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2013,Edge,V6 213 3.5L F.I. (VIN C),"['M1-212A', 'M1-212']"
97,FORD,2013,Edge,V6 227 3.7L F.I. (VIN K),"['M1-212A', 'M1-212']"
97,FORD,2013,Escape,4 cyl. 98 1.6L F.I. Turbo (VIN X),"['M1-102', 'M1-102A']"
97,FORD,2013,Escape,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2013,Escape,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
97,FORD,2013,Expedition,V8 330 5.4L F.I.,"['M1-210', 'M1-210A']"
97,FORD,2013,Explorer,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
97,FORD,2013,Explorer,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
97,FORD,2013,Explorer,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
97,FORD,2013,F-150 Pickup,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
97,FORD,2013,F-150 Pickup,V6 227 3.7L F.I. (VIN M),"['M1-212A', 'M1-212']"
97,FORD,2013,F-150 Pickup,V8 302 5.0L F.I. (VIN F),"['M1-212A', 'M1-212']"
97,FORD,2013,F-150 Pickup,V8 379 6.2L F.I.,"['M1-210', 'M1-210A']"
97,FORD,2013,F-250 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
97,FORD,2013,F-250 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
97,FORD,2013,F-350 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
97,FORD,2013,F-350 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
97,FORD,2013,F-450 Super Duty Pickup,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
97,FORD,2013,F-450 Super Duty Pickup,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
97,FORD,2013,F-450 Super Duty Pickup,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
97,FORD,2013,F53 Stripped Chassis,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
98,FORD,2013,F53 Stripped Chassis,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
98,FORD,2013,F-550 Super Duty,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
98,FORD,2013,F-550 Super Duty,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
98,FORD,2013,F-550 Super Duty,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
98,FORD,2013,F59,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
98,FORD,2013,Fiesta,4 cyl. 97 1.6L F.I.,"['M1-102', 'M1-102A']"
98,FORD,2013,Flex,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
98,FORD,2013,Flex,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
98,FORD,2013,Focus,4 cyl. 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
98,FORD,2013,Focus,4 cyl. 2.0L F.I. (VIN 2) (Duratec),"['M1-102', 'M1-102A']"
98,FORD,2013,Focus,4 cyl. 2.0L F.I. (VIN 2) (PZEV),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion,4 cyl. 97 1.6L F.I. Turbo (VIN R),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion Energi,4 cyl. 122 2.0L F.I. (VIN U) (Electric/Gas),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion Hybrid,4 cyl. 122 2.0L F.I. (VIN U) (Electric/Gas),"['M1-102', 'M1-102A']"
98,FORD,2013,Lobo,V8 302 5.0L F.I. (Mexico),"['M1-212A', 'M1-212']"
98,FORD,2013,Lobo,V8 380 6.2L F.I. (Mexico),"['M1-210', 'M1-210A']"
98,FORD,2013,Mustang,V6 227 3.7L F.I. (VIN M),"['M1-212A', 'M1-212']"
98,FORD,2013,Mustang,V8 302 5.0L F.I. (VIN U) Boss 302,"['M1-212A', 'M1-212']"
98,FORD,2013,Mustang,V8 302 5.0L F.I. (VIN F) GT,"['M1-212A', 'M1-212']"
98,FORD,2013,Mustang,V8 351 5.8L F.I. Supercharged (VIN Z),"['M1-210', 'M1-210A']"
98,FORD,2013,Police Interceptor Sedan,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
98,FORD,2013,Police Interceptor Sedan,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
98,FORD,2013,Police Interceptor Sedan,V6 227 3.7L F.I. (VIN K),"['M1-212A', 'M1-212']"
98,FORD,2013,Police Interceptor Utility,V6 227 3.7L F.I. (VIN R),"['M1-212A', 'M1-212']"
98,FORD,2013,Taurus,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
98,FORD,2013,Taurus,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
98,FORD,2013,Taurus,V6 213 3.5L F.I. Twin-Turbo (VIN T) SHO,"['M1-212A', 'M1-212']"
98,FORD,2013,Transit Connect,4 cyl. 121 2.0L F.I. (VIN N),"['M1-102', 'M1-102A']"
98,FORD,2012,Courier,4 cyl. 98 1.6L F.I. (Mexico),"['M1-209', 'M1-209A']"
98,FORD,2012,E-150 Econoline,V8 281 4.6L F.I. (VIN W),"['M1-210', 'M1-210A']"
98,FORD,2012,E-150 Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
98,FORD,2012,E-250 Econoline,V8 281 4.6L F.I. (VIN W),"['M1-210', 'M1-210A']"
98,FORD,2012,E-250 Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
98,FORD,2012,E-350 Super Duty Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
98,FORD,2012,E-350 Super Duty Econoline,V10 415 6.8L F.I. (VIN S),"['M1-210', 'M1-210A']"
98,FORD,2012,E-450 Super Duty Econoline,V8 330 5.4L F.I. (VIN L),"['M1-210', 'M1-210A']"
98,FORD,2012,E-450 Super Duty Econoline,V10 415 6.8L F.I. (VIN S),"['M1-210', 'M1-210A']"
98,FORD,2012,Edge,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
98,FORD,2012,Edge,V6 213 3.5L F.I. (VIN C),"['M1-212A', 'M1-212']"
98,FORD,2012,Edge,V6 227 3.7L F.I. (VIN K),"['M1-212A', 'M1-212']"
98,FORD,2012,Escape,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
98,FORD,2012,Escape,V6 181 3.0L F.I. (VIN G),"['M1-212A', 'M1-212']"
98,FORD,2012,Escape Hybrid,4 cyl. 152 2.5L F.I. (VIN 3) (Electric/Gas),"['M1-102', 'M1-102A']"
98,FORD,2012,Expedition,V8 330 5.4L F.I.,"['M1-210', 'M1-210A']"
98,FORD,2012,Explorer,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
98,FORD,2013,F-550 Super Duty,V8 379 6.2L F.I. (VIN 6),"['M1-210', 'M1-210A']"
98,FORD,2013,F-550 Super Duty,V8 406 6.7L F.I. Turbo (VIN T) (Diesel),['M1-405A']
98,FORD,2013,F-550 Super Duty,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
98,FORD,2013,F59,V10 415 6.8L F.I. (VIN Y),"['M1-210', 'M1-210A']"
98,FORD,2013,Fiesta,4 cyl. 97 1.6L F.I.,"['M1-102', 'M1-102A']"
98,FORD,2013,Flex,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
98,FORD,2013,Flex,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
98,FORD,2013,Focus,4 cyl. 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
98,FORD,2013,Focus,4 cyl. 2.0L F.I. (VIN 2) (Duratec),"['M1-102', 'M1-102A']"
98,FORD,2013,Focus,4 cyl. 2.0L F.I. (VIN 2) (PZEV),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion,4 cyl. 97 1.6L F.I. Turbo (VIN R),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion,4 cyl. 122 2.0L F.I. Turbo (VIN 9),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion,4 cyl. 152 2.5L F.I. (VIN 7),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion Energi,4 cyl. 122 2.0L F.I. (VIN U) (Electric/Gas),"['M1-102', 'M1-102A']"
98,FORD,2013,Fusion Hybrid,4 cyl. 122 2.0L F.I. (VIN U) (Electric/Gas),"['M1-102', 'M1-102A']"
98,FORD,2013,Lobo,V8 302 5.0L F.I. (Mexico),"['M1-212A', 'M1-212']"
98,FORD,2013,Lobo,V8 380 6.2L F.I. (Mexico),"['M1-210', 'M1-210A']"
98,FORD,2013,Mustang,V6 227 3.7L F.I. (VIN M),"['M1-212A', 'M1-212']"
98,FORD,2013,Mustang,V8 302 5.0L F.I. (VIN U) Boss 302,"['M1-212A', 'M1-212']"
98,FORD,2013,Mustang,V8 302 5.0L F.I. (VIN F) GT,"['M1-212A', 'M1-212']"
98,FORD,2013,Mustang,V8 351 5.8L F.I. Supercharged (VIN Z),"['M1-210', 'M1-210A']"
98,FORD,2013,Police Interceptor Sedan,V6 213 3.5L F.I. (VIN 8),"['M1-212A', 'M1-212']"
98,FORD,2013,Police Interceptor Sedan,V6 213 3.5L F.I. Twin-Turbo (VIN T),"['M1-212A', 'M1-212']"
98,FORD,2013,Police Interceptor Sedan,V6 227 3.7L F.I. (VIN K),"['M1-212A', 'M1-212']"
